"Sr. No.","State","Work","Work ID","IDA","Hon'ble Members of Parliament","Constituency","Expenditure Date","Vendor Name","Payment Status","Fund Disbursed Amount ( ₹ )"
"25208","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18162/2025-2026/183989","BHILWARA(DISTRICT COLLECTOR BHILWARA_IDA)","DAMODAR AGARWAL","BHILWARA","28-Oct-2025","Suman","Payment Success","3135"
"25209","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18162/2025-2026/183989","BHILWARA(DISTRICT COLLECTOR BHILWARA_IDA)","DAMODAR AGARWAL","BHILWARA","28-Oct-2025","Sunita Devi chohan","Payment Success","4275"
"25210","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18162/2025-2026/183989","BHILWARA(DISTRICT COLLECTOR BHILWARA_IDA)","DAMODAR AGARWAL","BHILWARA","28-Oct-2025","Suresh Gadri","Payment Success","4275"
"25211","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18162/2025-2026/183989","BHILWARA(DISTRICT COLLECTOR BHILWARA_IDA)","DAMODAR AGARWAL","BHILWARA","28-Oct-2025","Sushila Kumawat","Payment Success","4275"
"25212","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18162/2025-2026/183989","BHILWARA(DISTRICT COLLECTOR BHILWARA_IDA)","DAMODAR AGARWAL","BHILWARA","28-Oct-2025","Tamu Kanwar","Payment Success","4275"
"25213","Himachal Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18328/2025-2026/196719","MANDI(DEPUTY COMMISSIONER MANDI_IDA)","Kangana Ranaut","MANDI","28-Oct-2025","GP Barswan","Payment Success","160000"
"25214","Himachal Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18328/2025-2026/196719","MANDI(DEPUTY COMMISSIONER MANDI_IDA)","Kangana Ranaut","MANDI","01-Sep-2026","GP Barswan","Payment Success","40000"
"25215","Punjab","Crematoriums/energy efficient crematoriums or structures on burial/cremation ground","WS/MP18158/2025-2026/201413","PATIALA(DEPUTY COMMISSIONER PATIALA_IDA)","DR DHARAMVIRA GANDHI","PATIALA","29-Oct-2025","Bhagat Ram so hari ram","Payment Success","12760"
"25216","Punjab","Crematoriums/energy efficient crematoriums or structures on burial/cremation ground","WS/MP18158/2025-2026/201413","PATIALA(DEPUTY COMMISSIONER PATIALA_IDA)","DR DHARAMVIRA GANDHI","PATIALA","29-Oct-2025","Bheem Singh so surjit singh","Payment Success","11880"
"25217","Punjab","Crematoriums/energy efficient crematoriums or structures on burial/cremation ground","WS/MP18158/2025-2026/201413","PATIALA(DEPUTY COMMISSIONER PATIALA_IDA)","DR DHARAMVIRA GANDHI","PATIALA","29-Oct-2025","Rikhi ram so maghi ram","Payment Success","9570"
"25218","Punjab","Crematoriums/energy efficient crematoriums or structures on burial/cremation ground","WS/MP18158/2025-2026/201413","PATIALA(DEPUTY COMMISSIONER PATIALA_IDA)","DR DHARAMVIRA GANDHI","PATIALA","29-Oct-2025","jaspal singh so chanda ram","Payment Success","9570"
"25219","Punjab","Crematoriums/energy efficient crematoriums or structures on burial/cremation ground","WS/MP18158/2025-2026/201413","PATIALA(DEPUTY COMMISSIONER PATIALA_IDA)","DR DHARAMVIRA GANDHI","PATIALA","29-Oct-2025","gursewak singh so rikhi ram","Payment Success","9570"
"25220","Punjab","Crematoriums/energy efficient crematoriums or structures on burial/cremation ground","WS/MP18158/2025-2026/201413","PATIALA(DEPUTY COMMISSIONER PATIALA_IDA)","DR DHARAMVIRA GANDHI","PATIALA","29-Oct-2025","Lakhbir singh so bant singh","Payment Success","9240"
"25221","Punjab","Crematoriums/energy efficient crematoriums or structures on burial/cremation ground","WS/MP18158/2025-2026/201413","PATIALA(DEPUTY COMMISSIONER PATIALA_IDA)","DR DHARAMVIRA GANDHI","PATIALA","29-Oct-2025","hardeep kaur wo mithu singh","Payment Success","4290"
"25222","Punjab","Crematoriums/energy efficient crematoriums or structures on burial/cremation ground","WS/MP18158/2025-2026/201413","PATIALA(DEPUTY COMMISSIONER PATIALA_IDA)","DR DHARAMVIRA GANDHI","PATIALA","29-Oct-2025","Kamlesh kaur wo bhagat singh","Payment Success","4290"
"25223","Punjab","Crematoriums/energy efficient crematoriums or structures on burial/cremation ground","WS/MP18158/2025-2026/201413","PATIALA(DEPUTY COMMISSIONER PATIALA_IDA)","DR DHARAMVIRA GANDHI","PATIALA","29-Oct-2025","gurbaj singh so gurmel singh","Payment Success","8910"
"25224","Uttar Pradesh","Lighting of public spaces","WS/MP791/2026-2027/252217","Siddharthnagar(DISTRICT MAGISTRATE SIDDHARTH NAGAR_IDA)","Jagdambika Pal","DOMARIYAGANJ","14-Aug-2026","Executive Engineer","Payment Success","171100"
"25225","Assam","Development of public parks","WS/MP18020/2025-2026/207094","BARPETA(DEPUTY COMMISSIONER BARPETA 1)","PHANI BHUSAN CHOUDHURY","BARPETA","28-Nov-2025","INFRASTRUCTURE DEV OF SWAHID BEDI AT","Payment Success","300000"
"25226","Assam","Construction of community centers and community halls","WS/MP18020/2025-2026/166117","BARPETA(DEPUTY COMMISSIONER BARPETA 1)","PHANI BHUSAN CHOUDHURY","BARPETA","29-Oct-2025","CONST OF COMMUNITY HALL 3RD PHASE NEAR","Payment Success","900000"
"25227","Andaman And Nicobar Islands","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18275/2025-2026/188528","SOUTH ANDAMANS(Implementing District Authority(SA))","BISHNU PADA RAY","ANDAMAN AND NICOBAR ISLANDS","25-Jun-2026","Haneefa Construction","Payment Success","803540"
"25228","Andaman And Nicobar Islands","Security gates in streets/public place for safety purpose","WS/MP18275/2025-2026/175561","SOUTH ANDAMANS(Implementing District Authority(SA))","BISHNU PADA RAY","ANDAMAN AND NICOBAR ISLANDS","09-Apr-2026","Haneefa Construction","Payment Success","1189292"
"25229","Punjab","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18157/2024-2025/172489","LUDHIANA(DEPUTY COMMISSIONER LUDHIANA_IDA)","AMRINDER SINGH RAJA WARRING","LUDHIANA","27-Jan-2026","Shiv Traders","Payment Success","28548"
"25230","Punjab","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18157/2024-2025/172353","LUDHIANA(DEPUTY COMMISSIONER LUDHIANA_IDA)","AMRINDER SINGH RAJA WARRING","LUDHIANA","05-Feb-2026","Shiv Traders","Payment Success","15120"
"25231","Punjab","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18157/2024-2025/172489","LUDHIANA(DEPUTY COMMISSIONER LUDHIANA_IDA)","AMRINDER SINGH RAJA WARRING","LUDHIANA","29-Oct-2025","Shiv Traders","Payment Success","1080"
"25232","Punjab","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18157/2024-2025/172489","LUDHIANA(DEPUTY COMMISSIONER LUDHIANA_IDA)","AMRINDER SINGH RAJA WARRING","LUDHIANA","29-Oct-2025","Shiv Traders","Payment Success","38400"
"25233","Punjab","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18157/2024-2025/172489","LUDHIANA(DEPUTY COMMISSIONER LUDHIANA_IDA)","AMRINDER SINGH RAJA WARRING","LUDHIANA","29-Oct-2025","Shiv Traders","Payment Success","38355"
"25234","Punjab","Development of public parks","WS/MP18157/2024-2025/172494","LUDHIANA(DEPUTY COMMISSIONER LUDHIANA_IDA)","AMRINDER SINGH RAJA WARRING","LUDHIANA","12-Nov-2025","Shiv Traders","Payment Success","32025"
"25235","Punjab","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18157/2024-2025/172489","LUDHIANA(DEPUTY COMMISSIONER LUDHIANA_IDA)","AMRINDER SINGH RAJA WARRING","LUDHIANA","29-Oct-2025","SB Bricks Gram Udyog","Payment Success","38247"
"25236","Punjab","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18157/2024-2025/172489","LUDHIANA(DEPUTY COMMISSIONER LUDHIANA_IDA)","AMRINDER SINGH RAJA WARRING","LUDHIANA","27-Jan-2026","SB Bricks Gram Udyog","Payment Success","14999"
"25237","Punjab","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18157/2024-2025/172486","LUDHIANA(DEPUTY COMMISSIONER LUDHIANA_IDA)","AMRINDER SINGH RAJA WARRING","LUDHIANA","13-Feb-2026","SB Bricks Gram Udyog","Payment Success","22499"
"25238","Punjab","Providing supply pipelines for drinking water","WS/MP380/2025-2026/209175","LUDHIANA(DEPUTY COMMISSIONER LUDHIANA_IDA)","Shri Amar Singh","FATEHGARH SAHIB(SC)","19-Mar-2026","SB Bricks Gram Udyog","Payment Success","37498"
"25239","Punjab","Construction of common work sheds/ common covered sitting area","WS/MP380/2025-2026/209176","LUDHIANA(DEPUTY COMMISSIONER LUDHIANA_IDA)","Shri Amar Singh","FATEHGARH SAHIB(SC)","24-Apr-2026","SB Bricks Gram Udyog","Payment Success","14999"
"25240","Punjab","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP380/2025-2026/209177","LUDHIANA(DEPUTY COMMISSIONER LUDHIANA_IDA)","Shri Amar Singh","FATEHGARH SAHIB(SC)","28-Apr-2026","SB Bricks Gram Udyog","Payment Success","14999"
"25241","Punjab","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18157/2024-2025/172486","LUDHIANA(DEPUTY COMMISSIONER LUDHIANA_IDA)","AMRINDER SINGH RAJA WARRING","LUDHIANA","13-Feb-2026","Deepak Sales Company","Payment Success","19999"
"25242","Punjab","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18157/2024-2025/172489","LUDHIANA(DEPUTY COMMISSIONER LUDHIANA_IDA)","AMRINDER SINGH RAJA WARRING","LUDHIANA","29-Oct-2025","Deepak Sales Company","Payment Success","23999"
"25243","Punjab","Development of public parks","WS/MP18157/2024-2025/172494","LUDHIANA(DEPUTY COMMISSIONER LUDHIANA_IDA)","AMRINDER SINGH RAJA WARRING","LUDHIANA","12-Nov-2025","Deepak Sales Company","Payment Success","19999"
"25244","Himachal Pradesh","Construction of community centers and community halls","WS/MP598/2025-2026/239535","SIRMAUR(DEPUTY COMMISSIONER SIRMOUR_IDA)","Suresh Kumar Kashyap","SHIMLA (SC)","31-Dec-2025","BDO Shillai","Payment Success","300000"
"25245","Himachal Pradesh","Construction of community centers and community halls","WS/MP598/2025-2026/180511","SIRMAUR(DEPUTY COMMISSIONER SIRMOUR_IDA)","Suresh Kumar Kashyap","SHIMLA (SC)","31-Dec-2025","BDO Shillai","Payment Success","200000"
"25246","Himachal Pradesh","Construction of common work sheds/ common covered sitting area","WS/MP598/2024-2025/155310","SIRMAUR(DEPUTY COMMISSIONER SIRMOUR_IDA)","Suresh Kumar Kashyap","SHIMLA (SC)","31-Dec-2025","BDO Shillai","Payment Success","200000"
"25247","Himachal Pradesh","Development of playfields and sports grounds","WS/MP598/2025-2026/180512","SIRMAUR(DEPUTY COMMISSIONER SIRMOUR_IDA)","Suresh Kumar Kashyap","SHIMLA (SC)","24-Dec-2025","BDO Shillai","Payment Success","100000"
"25248","Himachal Pradesh","Construction of boundary walls of existing public and community buildings","WS/MP598/2025-2026/180510","SIRMAUR(DEPUTY COMMISSIONER SIRMOUR_IDA)","Suresh Kumar Kashyap","SHIMLA (SC)","24-Dec-2025","BDO Shillai","Payment Success","200000"
"25249","Himachal Pradesh","Construction of community centers and community halls","WS/MP598/2025-2026/180513","SIRMAUR(DEPUTY COMMISSIONER SIRMOUR_IDA)","Suresh Kumar Kashyap","SHIMLA (SC)","24-Dec-2025","BDO Shillai","Payment Success","200000"
"25250","Himachal Pradesh","Development of playfields and sports grounds","WS/MP598/2025-2026/180509","SIRMAUR(DEPUTY COMMISSIONER SIRMOUR_IDA)","Suresh Kumar Kashyap","SHIMLA (SC)","24-Dec-2025","BDO Shillai","Payment Success","200000"
"25251","Himachal Pradesh","Construction of footpaths and pedestrian ways","WS/MP598/2026-2027/272370","SIRMAUR(DEPUTY COMMISSIONER SIRMOUR_IDA)","Suresh Kumar Kashyap","SHIMLA (SC)","10-Apr-2026","BDO Shillai","Payment Success","100000"
"25252","Andhra Pradesh","Construction of buildings for community cultural activities","WS/MP403/2024-2025/163576","PRAKASAM(DISTRICT COLLECTOR PRAKASAM_IDA)","Magunta Sreenivasulu Reddy","ONGOLE","31-Dec-2025","KANDE SRINIVASULU","Payment Success","992801"
"25253","Madhya Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP446/2025-2026/229240","PANNA(DISTRICT COLLECTOR PANNA_IDA)","Vishnu Dutt Sharma","KHAJURAHO","13-Feb-2026","Gram Panchayat Saleha","Payment Success","720000"
"25254","Telangana","Construction of community centers and community halls","WS/MP18389/2025-2026/166941","JANGOAN(DISTRICT COLLECTOR JANGAON_IDA)","KADIYAM KAVYA","WARANGEL(SC)","28-Oct-2025","Jyohti Constructions","Payment Success","991965"
"25255","Gujarat","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18058/2025-2026/250886","VADODARA(DISTRICT COLLECTOR VADODARA_IDA)","DR. HEMANG JOSHI","VADODARA","23-Jun-2026","NEELAM CONSTRUCTION","Payment Success","301658"
"25256","Gujarat","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18058/2025-2026/161044","VADODARA(DISTRICT COLLECTOR VADODARA_IDA)","DR. HEMANG JOSHI","VADODARA","16-Oct-2025","NEELAM CONSTRUCTION","Payment Success","4912179"
"25257","Gujarat","Construction of footpaths and pedestrian ways","WS/MP18276/2025-2026/184998","VADODARA(DISTRICT COLLECTOR VADODARA_IDA)","JASHUBHAI BHILUBHAI RATHVA","CHHOTA UDAIPUR(ST)","02-Jan-2026","NEELAM CONSTRUCTION","Payment Success","322227"
"25258","Gujarat","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18058/2025-2026/254383","VADODARA(DISTRICT COLLECTOR VADODARA_IDA)","DR. HEMANG JOSHI","VADODARA","02-Mar-2026","NEELAM CONSTRUCTION","Payment Success","405044"
"25259","Tamil Nadu","Purchase of smart boards, visual display units and projectors","WS/MP18180/2025-2026/231214","TIRUCHIRAPPALLI(DISTRICT COLLECTOR TIRUCHIRAPPALLI_IDA)","ARUN NEHRU","PERAMBALUR","20-Dec-2025","Sky Green Systems","Payment Success","199999"
"25260","Bihar","Setting up of laboratories","WS/MP423/2025-2026/191052","MADHUBANI(DISTRICT PLANNING OFFICER MADHUBANI_IDA)","Ramprit Mandal","JHANJHARPUR","02-Apr-2026","VIGYAN UPKARAN KENDRA","Payment Success","1205000"
"25261","Bihar","Setting up of laboratories","WS/MP423/2025-2026/191053","MADHUBANI(DISTRICT PLANNING OFFICER MADHUBANI_IDA)","Ramprit Mandal","JHANJHARPUR","02-Apr-2026","VIGYAN UPKARAN KENDRA","Payment Success","1205000"
"25262","Bihar","Setting up of laboratories","WS/MP423/2025-2026/191051","MADHUBANI(DISTRICT PLANNING OFFICER MADHUBANI_IDA)","Ramprit Mandal","JHANJHARPUR","02-Apr-2026","VIGYAN UPKARAN KENDRA","Payment Success","1205000"
"25263","Bihar","Purchase of smart boards, visual display units and projectors","WS/MP423/2026-2027/280968","MADHUBANI(DISTRICT PLANNING OFFICER MADHUBANI_IDA)","Ramprit Mandal","JHANJHARPUR","07-Jul-2026","VIGYAN UPKARAN KENDRA","Payment Success","1205000"
"25264","Bihar","Purchase of smart boards, visual display units and projectors","WS/MP423/2026-2027/280969","MADHUBANI(DISTRICT PLANNING OFFICER MADHUBANI_IDA)","Ramprit Mandal","JHANJHARPUR","07-Jul-2026","VIGYAN UPKARAN KENDRA","Payment Success","1205000"
"25265","Bihar","Purchase of smart boards, visual display units and projectors","WS/MP423/2026-2027/280973","MADHUBANI(DISTRICT PLANNING OFFICER MADHUBANI_IDA)","Ramprit Mandal","JHANJHARPUR","07-Jul-2026","VIGYAN UPKARAN KENDRA","Payment Success","1205000"
"25266","Bihar","Purchase of smart boards, visual display units and projectors","WS/MP423/2026-2027/280972","MADHUBANI(DISTRICT PLANNING OFFICER MADHUBANI_IDA)","Ramprit Mandal","JHANJHARPUR","07-Jul-2026","VIGYAN UPKARAN KENDRA","Payment Success","1205000"
"25267","Bihar","Purchase of smart boards, visual display units and projectors","WS/MP423/2026-2027/280971","MADHUBANI(DISTRICT PLANNING OFFICER MADHUBANI_IDA)","Ramprit Mandal","JHANJHARPUR","07-Jul-2026","VIGYAN UPKARAN KENDRA","Payment Success","1205000"
"25268","Bihar","Purchase of smart boards, visual display units and projectors","WS/MP423/2026-2027/280980","MADHUBANI(DISTRICT PLANNING OFFICER MADHUBANI_IDA)","Ramprit Mandal","JHANJHARPUR","07-Jul-2026","VIGYAN UPKARAN KENDRA","Payment Success","1205000"
"25269","Bihar","Purchase of smart boards, visual display units and projectors","WS/MP423/2026-2027/280982","MADHUBANI(DISTRICT PLANNING OFFICER MADHUBANI_IDA)","Ramprit Mandal","JHANJHARPUR","07-Jul-2026","VIGYAN UPKARAN KENDRA","Payment Success","1205000"
"25270","Bihar","Purchase of smart boards, visual display units and projectors","WS/MP423/2026-2027/280981","MADHUBANI(DISTRICT PLANNING OFFICER MADHUBANI_IDA)","Ramprit Mandal","JHANJHARPUR","07-Jul-2026","VIGYAN UPKARAN KENDRA","Payment Success","1205000"
"25271","Bihar","Purchase of smart boards, visual display units and projectors","WS/MP423/2025-2026/196541","MADHUBANI(DISTRICT PLANNING OFFICER MADHUBANI_IDA)","Ramprit Mandal","JHANJHARPUR","18-Oct-2025","VIGYAN UPKARAN KENDRA","Payment Success","1205000"
"25272","Bihar","Purchase of smart boards, visual display units and projectors","WS/MP423/2025-2026/196529","MADHUBANI(DISTRICT PLANNING OFFICER MADHUBANI_IDA)","Ramprit Mandal","JHANJHARPUR","18-Oct-2025","VIGYAN UPKARAN KENDRA","Payment Success","1205000"
"25273","Bihar","Purchase of smart boards, visual display units and projectors","WS/MP423/2025-2026/196530","MADHUBANI(DISTRICT PLANNING OFFICER MADHUBANI_IDA)","Ramprit Mandal","JHANJHARPUR","18-Oct-2025","VIGYAN UPKARAN KENDRA","Payment Success","1205000"
"25274","Bihar","Purchase of smart boards, visual display units and projectors","WS/MP423/2025-2026/196538","MADHUBANI(DISTRICT PLANNING OFFICER MADHUBANI_IDA)","Ramprit Mandal","JHANJHARPUR","18-Oct-2025","VIGYAN UPKARAN KENDRA","Payment Success","1205000"
"25275","Bihar","Purchase of smart boards, visual display units and projectors","WS/MP423/2025-2026/196531","MADHUBANI(DISTRICT PLANNING OFFICER MADHUBANI_IDA)","Ramprit Mandal","JHANJHARPUR","18-Oct-2025","VIGYAN UPKARAN KENDRA","Payment Success","1205000"
